,Timestamps,Content
0,00:00:00.000 --> 00:00:08.540,"[zh] 天的观众朋友,这里是我们光从东方的平台,那么光从东方来呢,是以学术讲座来推广东方教会的传统。"
1,00:00:09.040 --> 00:00:16.480,"[zh] 那么我们在近两年主要推广的一个传统呢,是东方教会占了半壁江山的一个传统,是东正教。"
2,00:00:16.480 --> 00:00:24.100,"[zh] 那么今天有幸邀请到Dr. Pino Take Home,来到我们中间讲关于拜占庭的传统。"
3,00:00:24.100 --> 00:00:34.900,"[zh] Dr. Pino是研究圣帕达玛斯的博士,他现在是你们在海报上看到了教父学研究的指导员。"
4,00:00:35.400 --> 00:00:48.520,"[zh] 那么他是邀请一些研究教父的学者在他们平台去开讲座,当然也欢迎关注他们在,如果你们能上油管的话,他们在油管的公开的频道。"
5,00:00:48.520 --> 00:00:57.640,"[zh] 那么他现在是指导员。那么我们今天有幸邀请到他来讲关于一个主题,就是关于教父与圣经之间的关系。"
6,00:00:58.400 --> 00:01:08.600,"[zh] 那么希望大家在讲的时候,大家可以把关麦或者有什么问题,你们可以在聊天栏里面问。"
7,00:01:08.600 --> 00:01:20.260,"[zh] 然后呢,如果你们能用英文直接问也可以,但是我们由于会照顾到一些说中文的听众,所以我们会把英文都翻译成中文过去。"
8,00:01:20.500 --> 00:01:30.400,"[zh] 之后呢,我们会提供这个讲座的讲稿,主要是中英文的讲稿,因为我们可以用一些软件把它,把英文录制出来。"
9,00:01:30.400 --> 00:01:33.020,"[zh] 好,接下来我们交给 Dr. Pino。"
10,00:01:33.020 --> 00:01:39.020,"[zh] Okay, Dr. Pino,你可以开始现在。"
11,00:01:39.020 --> 00:01:43.640,"[zh] 然后,所以,你可以开始现在。"
12,00:01:43.640 --> 00:01:48.440,"[zh] 然后,它是我们的 honor来说,您来这里,为了中国观众。"
13,00:01:48.440 --> 00:01:56.860,"[zh] 然后,让您知道,您的计划会在 YouTube,尤其是中国观众。"
14,00:01:56.860 --> 00:02:05.860,"[zh] 然后,您的计划会在我们的网站上。"
15,00:02:05.860 --> 00:02:07.860,"[zh] 对,是可以吗?"
16,00:02:07.860 --> 00:02:15.860,"[zh] 好的,他说很高兴,我来这次讲座,这是我在这个平台第三次讲座。"
17,00:02:15.860 --> 00:02:22.860,"[zh] 他说很可惜,上次没有说他来到北京跟我一起见面面对面的开这样一个讲座。"
18,00:02:22.860 --> 00:02:25.860,"[zh] 那么,希望下次有这样的机会。"
19,00:02:25.860 --> 00:02:29.860,[zh] 今天我们的讲座是关于圣经与教父的。
20,00:02:29.860 --> 00:02:35.860,"[zh] 那么,还有一个可能更合适的说法是符合圣经的。"
21,00:02:35.860 --> 00:02:38.860,"[zh] 那么,这个词汇在《尼西亚信经》也出现过。"
22,00:02:38.860 --> 00:02:41.860,"[zh] 它说,根据圣经的教导。"
23,00:02:41.860 --> 00:02:48.860,"[zh] 怎么样,这是我们每周日,东众教会每周日和每次教导的时候都会阅读的《尼西亚信经》的内容。"
24,00:02:48.860 --> 00:02:56.860,"[zh] 那么,关于这个《信经》呢,它是特别强调,这是一个使徒的,使徒留下来的教导。"
25,00:02:56.860 --> 00:02:58.860,"[zh] 那么,在《尼西亚信经》当中得到流传。"
26,00:02:58.860 --> 00:03:06.860,"[zh] 并且,在这个《信经》当中,我们也可以看到在《圣经》中的一个非常重要的地位和教导。"
27,00:03:06.860 --> 00:03:10.860,"[zh] 就是说,它传递使徒教导的。"
28,00:03:10.860 --> 00:03:17.860,"[zh] 那么,在《尼西亚信经》当中,我们开始的是,我信这个圣父,"
29,00:03:17.860 --> 00:03:21.860,"[zh] 然后是谈到关于圣子的教导,然后是圣灵的教导。"
30,00:03:21.860 --> 00:03:25.860,"[zh] 那么,在这个《尼西亚信经》当中,有一段关于圣经的教导,"
31,00:03:25.860 --> 00:03:29.860,"[zh] 就是According to the Scripture,就是根据圣经的教导。"
32,00:03:29.860 --> 00:03:32.860,"[zh] 就是基于圣经,或者根据圣经的意思。"
33,00:03:32.860 --> 00:03:35.860,"[zh] 那么,在《尼西亚信经》当中,主题内容是这样的。"
34,00:03:35.860 --> 00:03:38.860,"[zh] 就是,我们的主耶稣是通过圣灵感用,"
35,00:03:38.860 --> 00:03:42.860,"[zh] 然后在本都比拉多的手下受难,"
36,00:03:42.860 --> 00:03:47.860,"[zh] 然后第三天被埋葬,然后第三天复活升天,"
37,00:03:47.860 --> 00:03:50.860,"[zh] 然后最后加一句,就是根据圣经的教导。"
38,00:03:50.860 --> 00:03:54.860,"[zh] 那么,关于这个《尼西亚信经》的教导,"
39,00:03:54.860 --> 00:04:02.860,[zh] 我们就会联系到这个《尼西亚信经》和圣经之间的关系。
40,00:04:02.860 --> 00:04:06.860,"[zh] 那么,他们之间的关系到底是怎么样子的呢?"
41,00:04:06.860 --> 00:04:10.860,"[zh] 当我们谈到圣经的时候,在现代的社会,"
42,00:04:10.860 --> 00:04:13.860,"[zh] 我们可能由于受到这个新教的影响,"
43,00:04:13.860 --> 00:04:19.860,"[zh] 他们新教徒把很多的这个,就是圣经呢,"
44,00:04:19.860 --> 00:04:20.860,[zh] 翻译成很多的语言。
45,00:04:20.860 --> 00:04:24.860,"[zh] 然后呢,圣经对于这个现代社会的人来说,"
46,00:04:24.860 --> 00:04:27.860,[zh] 是一个可见的一本书。
47,00:04:27.860 --> 00:04:32.860,"[zh] 那么,我相信在中国也是,当我们提到圣经的时候,"
48,00:04:32.860 --> 00:04:34.860,"[zh] 我们会看到这是一本书,"
49,00:04:34.860 --> 00:04:39.860,"[zh] 一本物理上可见的一本,就是一本书,"
50,00:04:39.860 --> 00:04:41.860,[zh] 一本圣经的著作。
51,00:04:41.860 --> 00:04:44.860,"[zh] 那么,圣经在美国是很重要的,"
52,00:04:44.860 --> 00:04:47.860,"[zh] 就是他们基本上呢,在传统上,"
53,00:04:47.860 --> 00:04:49.860,"[zh] 每一个美国的这个旅馆,"
54,00:04:49.860 --> 00:04:53.860,"[zh] 他们都会在他们这个客房里面,"
55,00:04:53.860 --> 00:04:55.860,[zh] 在抽屉里面放一本圣经。
56,00:04:55.860 --> 00:05:00.860,"[zh] 那么,他说他经常会带着家人出去旅行的时候,"
57,00:05:00.860 --> 00:05:04.860,[zh] 孩子们就会去这个抽屉里面找圣经。
58,00:05:04.860 --> 00:05:06.860,"[zh] 如果他们在抽屉里面找到圣经的话,"
59,00:05:06.860 --> 00:05:09.860,[zh] 他们认为这个是一个好的旅馆。
60,00:05:09.860 --> 00:05:12.860,"[zh] 如果没找到,那么这个旅馆不找地。"
61,00:05:12.860 --> 00:05:15.860,"[zh] 刚才我们谈到的就是关于这个圣经,"
62,00:05:15.860 --> 00:05:17.860,"[zh] 它作为一本物理上,"
63,00:05:17.860 --> 00:05:19.860,[zh] 你可见的书籍给我们的形态。
64,00:05:19.860 --> 00:05:21.860,"[zh] 但是当我们谈到另外一个概念,"
65,00:05:21.860 --> 00:05:24.860,"[zh] 就是scripture,就是在拉丁文本里面,"
66,00:05:24.860 --> 00:05:26.860,"[zh] 就是写下来的意思,"
67,00:05:26.860 --> 00:05:27.860,[zh] 它是源自于希腊文。
68,00:05:27.860 --> 00:05:30.860,"[zh] 那么,这个script的意思,"
69,00:05:30.860 --> 00:05:31.860,"[zh] 更多的意思是,"
70,00:05:31.860 --> 00:05:35.860,"[zh] 他们是传递这个信息的,"
71,00:05:35.860 --> 00:05:37.860,"[zh] 就是在一个传统当中,"
72,00:05:37.860 --> 00:05:38.860,"[zh] 在传递一个信息,"
73,00:05:38.860 --> 00:05:40.860,[zh] 这个信息被传递下来了。
74,00:05:40.860 --> 00:05:43.860,"[zh] 我们可以用一个比喻来说明,"
75,00:05:43.860 --> 00:05:46.860,"[zh] 这个圣经和这个Holy Scripture,"
76,00:05:46.860 --> 00:05:49.860,[zh] 就是这个圣经所传递信息的对比。
77,00:05:49.860 --> 00:05:56.860,[zh] 就好像一个人给他所爱的人写一份爱情的情书。
78,00:05:56.860 --> 00:05:59.860,"[zh] 我们说,就比如说像一个战士,"
79,00:05:59.860 --> 00:06:01.860,"[zh] 处在一个阶段,"
80,00:06:01.860 --> 00:06:03.860,[zh] 当中他给他的爱人去写一份这样的情书的时候。
81,00:06:03.860 --> 00:06:05.860,"[zh] 那么,我们就会区分,"
82,00:06:05.860 --> 00:06:10.860,"[zh] 我们就会可以看到这个情书所传递的这个信息,"
83,00:06:10.860 --> 00:06:13.860,"[zh] 和他用笔墨写下的这个书信,"
84,00:06:13.860 --> 00:06:17.860,[zh] 可见的这个书信之间的这样的一个区别。
85,00:06:17.860 --> 00:06:21.860,"[zh] 由于他所传递的信息是珍贵的,"
86,00:06:21.860 --> 00:06:23.860,"[zh] 所以在传统的教会里面,"
87,00:06:23.860 --> 00:06:29.860,"[zh] 当他们把这个信息通过书面的形式展现出来的时候,"
88,00:06:29.860 --> 00:06:31.860,"[zh] 经常在东正教的教会里面,"
89,00:06:31.860 --> 00:06:35.860,"[zh] 你经常会看到他们的圣经是像着金边,"
90,00:06:35.860 --> 00:06:37.860,"[zh] 然后上面有各种各样的装饰,"
91,00:06:37.860 --> 00:06:39.860,"[zh] 有的甚至有珠宝在上面,"
92,00:06:39.860 --> 00:06:43.860,"[zh] 来凸显出这个圣经所传递的信息,"
93,00:06:43.860 --> 00:06:46.860,[zh] 它的这个宝贵性就像一个珍宝一样。
94,00:06:46.860 --> 00:06:49.860,"[zh] 那么在东正教里面,"
95,00:06:49.860 --> 00:06:52.860,"[zh] 他们圣经之所以有这种宝贵的装饰,"
96,00:06:52.860 --> 00:06:55.860,"[zh] 他们放在教堂的一个地方,"
97,00:06:55.860 --> 00:06:58.860,"[zh] 然后有这么多的贵重的装饰,"
98,00:06:58.860 --> 00:07:00.860,"[zh] 他们是想告诉大家,"
99,00:07:00.860 --> 00:07:03.860,"[zh] 这个圣经所传递的信息是非常宝贵的,"
100,00:07:03.860 --> 00:07:05.860,[zh] 就像一个宝藏一样。
101,00:07:05.860 --> 00:07:09.860,"[zh] 那么它不是普通的一本书,"
102,00:07:09.860 --> 00:07:11.860,[zh] 就像我们现在看到的这样子。
103,00:07:11.860 --> 00:07:15.860,[zh] 所以他们是想强调这个圣经所传递的信息的重要性。
104,00:07:15.860 --> 00:07:24.860,[zh] 那么这种外在的这种宝贵性也凸显出它内在信息的贵重性。
105,00:07:24.860 --> 00:07:30.860,"[zh] 那么我们可以从这个外在的这种装饰上面看到它所传递的信息,"
106,00:07:30.860 --> 00:07:33.860,[zh] 是很珍贵的。
107,00:07:33.860 --> 00:07:36.860,[zh] 这样我就大概总结一下。
108,00:07:36.860 --> 00:07:39.860,"[zh] 那么由于它所传递的信息的这种宝贵性,"
109,00:07:39.860 --> 00:07:42.860,"[zh] 当它写下来的时候,"
110,00:07:42.860 --> 00:07:48.860,[zh] 它要把这个就是以笔墨的方式传递给它的受众的时候。
111,00:07:48.860 --> 00:07:53.860,"[zh] 那么即使它强调的是它所传递的这个信息,"
112,00:07:53.860 --> 00:07:56.860,"[zh] 即使是你没有看那本书,"
113,00:07:56.860 --> 00:08:00.860,"[zh] 那么当你听到这个圣经上的话语的时候,"
114,00:08:00.860 --> 00:08:03.860,"[zh] 我们说这个也就是神的话的时候呢,"
115,00:08:03.860 --> 00:08:06.860,"[zh] 那么我们也知道即使你没有看见,"
116,00:08:06.860 --> 00:08:09.860,"[zh] 它也在传递着上帝的话语的信息,"
117,00:08:09.860 --> 00:08:12.860,[zh] 把这个信息通过听觉的方式就传递给你。
118,00:08:12.860 --> 00:08:16.860,[zh] 那么我不知道在中国有没有这样的方式。
119,00:08:16.860 --> 00:08:22.860,[zh] 这个因为我不太了解。
120,00:08:22.860 --> 00:08:27.860,"[zh] 哦,对,我需要一个反应给中国观众。"
121,00:08:27.860 --> 00:08:30.860,[zh] 中国人也有一个想法
122,00:08:30.860 --> 00:08:33.860,"[zh] 有什么的不见的,"
123,00:08:33.860 --> 00:08:38.860,"[zh] 所以他们有这个想法,"
124,00:08:38.860 --> 00:08:43.860,[zh] 你拿着一些真正的道理的意义
125,00:08:43.860 --> 00:08:46.860,[zh] 通过一些自然的电话机器。
126,00:08:46.860 --> 00:08:48.860,"[zh] 我说,我们有些相似的想法,"
127,00:08:48.860 --> 00:08:52.860,"[zh] 但是在不同的情况下,"
128,00:08:52.860 --> 00:08:53.860,"[zh] 我觉得,是的。"
129,00:08:53.860 --> 00:08:57.860,"[zh] 他说这个是智能,"
130,00:08:57.860 --> 00:08:59.860,"[zh] 或者我们叫做拟智,"
131,00:08:59.860 --> 00:09:02.860,[zh] 或者叫智性的含义所在。
132,00:09:02.860 --> 00:09:07.860,"[zh] 智性的含义,当我们谈到它要传递这个信息是不可见的。"
133,00:09:07.860 --> 00:09:11.860,"[zh] 但是当我们要把这个信息传递出去的时候,"
134,00:09:11.860 --> 00:09:14.860,"[zh] 不论是用什么语言,"
135,00:09:14.860 --> 00:09:16.860,[zh] 或者用什么可见的方式。
136,00:09:16.860 --> 00:09:21.860,"[zh] 它重要的不在于这个语言或者表达方式本身,"
137,00:09:21.860 --> 00:09:22.860,"[zh] 而是它这个信息呢,"
138,00:09:22.860 --> 00:09:23.860,[zh] 传递出去。
139,00:09:23.860 --> 00:09:25.860,"[zh] 而这个传递出去的信息,"
140,00:09:25.860 --> 00:09:27.860,"[zh] 不是现在的这些,"
141,00:09:27.860 --> 00:09:30.860,[zh] 或者说被造的动物可以领会的。
142,00:09:30.860 --> 00:09:34.860,"[zh] 也不是说这些现在人造的所谓的AI,"
143,00:09:34.860 --> 00:09:37.860,[zh] 可以去领会这个不可见的信息的。
144,00:09:37.860 --> 00:09:41.860,[zh] 所以这个就是我们探讨的鼠林的世界。
145,00:09:41.860 --> 00:09:43.860,"[zh] 这个鼠林的世界是不可见的,"
146,00:09:43.860 --> 00:09:46.860,"[zh] 那么它需要一种表达的方式,"
147,00:09:46.860 --> 00:09:48.860,"[zh] 那么这种表达的方式呢,"
148,00:09:48.860 --> 00:09:50.860,[zh] 就是通过语言表达出来。
149,00:09:50.860 --> 00:09:51.860,"[zh] 当我们说这个Logos,"
150,00:09:51.860 --> 00:09:52.860,"[zh] 也就是道的时候,"
151,00:09:52.860 --> 00:09:54.860,"[zh] 它在文字上表现是这个,"
152,00:09:54.860 --> 00:09:57.860,[zh] 但是它本身不停留在这个文字。
153,00:09:57.860 --> 00:10:02.860,[zh] 它这个文字本身要传达的是一种鼠林的世界。
154,00:10:02.860 --> 00:10:04.860,"[zh] 那么当我们说上帝的时候,"
155,00:10:04.860 --> 00:10:07.860,"[zh] 我们是相信有一位真实的,"
156,00:10:07.860 --> 00:10:10.860,[zh] 是上帝是您的这个上帝。
157,00:10:10.860 --> 00:10:11.860,"[zh] 天使的时候,"
158,00:10:11.860 --> 00:10:12.860,"[zh] 我们相信真的有天使,"
159,00:10:12.860 --> 00:10:14.860,[zh] 有一个属林的不可见的世界。
160,00:10:14.860 --> 00:10:16.860,"[zh] 那么这个语言呢,"
161,00:10:16.860 --> 00:10:20.860,[zh] 就变成了一个属林世界的一种外在表达的方式。
162,00:10:20.860 --> 00:10:23.860,"[zh] 那么这种外在表达的方式,"
163,00:10:23.860 --> 00:10:26.860,"[zh] 不是通过我们的肉体有形的可以去碰触的,"
164,00:10:26.860 --> 00:10:28.860,"[zh] 而是通过我们的心灵,"
165,00:10:28.860 --> 00:10:30.860,"[zh] 或者说我们的自信,"
166,00:10:30.860 --> 00:10:32.860,[zh] 才能去领悟。
167,00:10:32.860 --> 00:10:33.860,"[zh] 对,让我来说。"
168,00:10:33.860 --> 00:10:34.860,"[zh] 对不起,"
169,00:10:34.860 --> 00:10:36.860,[zh] 它是比我更长的。
170,00:10:36.860 --> 00:10:38.860,[zh] 可以说吗?
171,00:10:38.860 --> 00:10:39.860,"[zh] 好的,我来说。"
172,00:10:39.860 --> 00:10:41.860,"[zh] 当我们看这个圣经,"
173,00:10:41.860 --> 00:10:42.860,"[zh] 或者说文字的时候,"
174,00:10:42.860 --> 00:10:45.860,[zh] 它不仅仅是一个信息的传递。
175,00:10:45.860 --> 00:10:46.860,"[zh] 就比如说从信息点A,"
176,00:10:46.860 --> 00:10:48.860,"[zh] 传递到信息点B,"
177,00:10:48.860 --> 00:10:50.860,[zh] 就像这个编程一样。
178,00:10:50.860 --> 00:10:52.860,"[zh] 那么它更多的是一种,"
179,00:10:52.860 --> 00:10:56.860,[zh] 一种属林世界的一种具象化。
180,00:10:56.860 --> 00:11:01.860,[zh] 就是另外一种形式的道成肉身。
181,00:11:01.860 --> 00:11:05.860,"[zh] 当教父们谈到圣经的时候,"
182,00:11:05.860 --> 00:11:09.860,"[zh] 他们也谈到另外一种叫圣书,"
183,00:11:09.860 --> 00:11:12.860,[zh] 我们把它叫做创造之书。
184,00:11:12.860 --> 00:11:14.860,"[zh] 因为圣经上说,"
185,00:11:14.860 --> 00:11:16.860,"[zh] 上帝说什么,"
186,00:11:16.860 --> 00:11:17.860,[zh] 他就创造了什么。
187,00:11:17.860 --> 00:11:22.860,"[zh] 因为这个世界是通过上帝的话语创造出来的,"
188,00:11:22.860 --> 00:11:24.860,[zh] 这也是上帝的一部圣书。
189,00:11:24.860 --> 00:11:27.860,"[zh] 所以当我们看到天空,"
190,00:11:27.860 --> 00:11:28.860,"[zh] 太阳,"
191,00:11:28.860 --> 00:11:29.860,"[zh] 月亮,"
192,00:11:29.860 --> 00:11:30.860,"[zh] 海洋,"
193,00:11:30.860 --> 00:11:33.860,"[zh] 这些创造被造世界的和谐美丽的时候,"
194,00:11:33.860 --> 00:11:37.860,[zh] 那么这也是上帝的一种言说的方式。
195,00:11:37.860 --> 00:11:39.860,"[zh] 因为他用他的创造的大能力,"
196,00:11:39.860 --> 00:11:43.860,[zh] 告诉我们他的言说是怎样的。
197,00:11:43.860 --> 00:11:47.860,"[zh] 那么当我们珍藏一份所爱之人的书信的时候,"
198,00:11:47.860 --> 00:11:50.860,"[zh] 或者说不只是这个书信,"
199,00:11:50.860 --> 00:11:52.860,"[zh] 也包括一些物件,"
200,00:11:52.860 --> 00:11:54.860,"[zh] 就比如说我女儿,"
201,00:11:54.860 --> 00:11:56.860,"[zh] 后面的这个职务,"
202,00:11:56.860 --> 00:11:59.860,"[zh] 那么它不只是这个物件本身,"
203,00:11:59.860 --> 00:12:01.860,"[zh] 或者这个书信本身,"
204,00:12:01.860 --> 00:12:05.860,"[zh] 它表达的是一种我女儿跟我的一种同在的关系,"
205,00:12:05.860 --> 00:12:09.860,[zh] 或者说你所爱之人与你在一起的这种关系。
206,00:12:09.860 --> 00:12:10.860,"[zh] 哦,"
207,00:12:10.860 --> 00:12:11.860,"[zh] yeah,yeah,yeah,"
208,00:12:11.860 --> 00:12:12.860,"[zh] 安心,"
209,00:12:12.860 --> 00:12:16.860,[zh] 所以这个是她女儿弄的这个一个仙人掌的职务。
210,00:12:16.860 --> 00:12:17.860,"[zh] yeah,"
211,00:12:17.860 --> 00:12:19.860,"[zh] 那么这有两部圣书,"
212,00:12:19.860 --> 00:12:22.860,"[zh] 第一部圣书是我们写下来的,"
213,00:12:22.860 --> 00:12:25.860,[zh] 可以用文字写下来的这个圣经。
214,00:12:25.860 --> 00:12:29.860,"[zh] 另外一部圣书是上帝创造的这个世界,"
215,00:12:29.860 --> 00:12:30.860,"[zh] 也是一部圣书,"
216,00:12:30.860 --> 00:12:32.860,"[zh] 因为在他所创造的这个世界里面,"
217,00:12:32.860 --> 00:12:35.860,[zh] 包含着上帝话语的这个大能。
218,00:12:35.860 --> 00:12:40.860,"[zh] 所以这个圣经和这个大自然的圣书呢,"
219,00:12:40.860 --> 00:12:44.860,[zh] 上帝给我们是可以让我们去阅读的。
220,00:12:44.860 --> 00:12:46.860,"[zh] 那么阅读的话,"
221,00:12:46.860 --> 00:12:50.860,"[zh] 是通过这种外在的具现的方式阅读,"
222,00:12:50.860 --> 00:12:55.860,[zh] 但是我们要获取的就是它背后更深层的这个含义。
223,00:12:55.860 --> 00:12:59.860,"[zh] 这个是人能,人的心灵能够去领会的事物。"
224,00:12:59.860 --> 00:13:05.860,"[zh] 那么这个不像是一些现代的科技设备,"
225,00:13:05.860 --> 00:13:07.860,"[zh] 比如说一个摄像头,"
226,00:13:07.860 --> 00:13:09.860,"[zh] 它能捕捉到自然界的一个,"
227,00:13:09.860 --> 00:13:14.860,[zh] 比如说动物植物的一个交互的动作。
228,00:13:14.860 --> 00:13:16.860,"[zh] 但是摄像机它不能理解,"
229,00:13:16.860 --> 00:13:18.860,[zh] 它这个动作后面的意义。
230,00:13:18.860 --> 00:13:20.860,"[zh] 但是人呢通过看这个影像,"
231,00:13:20.860 --> 00:13:26.860,[zh] 它能够去读这个上帝创造的这个创造之书的含义。
232,00:13:26.860 --> 00:13:28.860,"[zh] 所以在教父的文字里面,"
233,00:13:28.860 --> 00:13:30.860,"[zh] 他们用一个词叫theoria,"
234,00:13:30.860 --> 00:13:34.860,"[zh] theoria在我们这边呢通通翻译成末观,"
235,00:13:34.860 --> 00:13:35.860,[zh] 或者叫静观。
236,00:13:35.860 --> 00:13:40.860,"[zh] 那么theoria这个意思就是一个景观的意思,"
237,00:13:40.860 --> 00:13:42.860,[zh] 就是景观的意思。
238,00:13:42.860 --> 00:13:43.860,"[zh] 那么它的意思呢,"
239,00:13:43.860 --> 00:13:46.860,"[zh] 就是说在教父学的话语里面,"
240,00:13:46.860 --> 00:13:50.860,"[zh] 他说它的阅读的意思就是说你通过这些文字,"
241,00:13:50.860 --> 00:13:55.860,[zh] 进入这个文字里面不可见的属灵的实在。
242,00:13:55.860 --> 00:13:59.860,"[zh] 那么它的这个阅读不只是你读圣经是这样,"
243,00:13:59.860 --> 00:14:03.860,"[zh] 上帝所创造的这个大自然也是这样,"
244,00:14:03.860 --> 00:14:05.860,"[zh] 你要读进去,"
245,00:14:05.860 --> 00:14:08.860,[zh] 那么这个读进去的动作呢就叫做末观。
246,00:14:08.860 --> 00:14:15.860,"[zh] OK,所以这个关于这个阅读的含义在教父学里面,"
247,00:14:15.860 --> 00:14:17.860,[zh] 跟我们现代科学是不一样的。
248,00:14:17.860 --> 00:14:19.860,"[zh] 就比如说有两个人,"
249,00:14:19.860 --> 00:14:22.860,"[zh] 他们在了解观看一个事物的时候,"
250,00:14:22.860 --> 00:14:26.860,"[zh] 有一个人他可以了解到这个事物它的目的是怎样的,"
251,00:14:26.860 --> 00:14:29.860,"[zh] 它内在的属灵的这个状态是如何的,"
252,00:14:29.860 --> 00:14:32.860,[zh] 那么它真实状态是怎样子的。
253,00:14:32.860 --> 00:14:35.860,"[zh] 那么另外一个人他可能了解关于这个,"
254,00:14:35.860 --> 00:14:38.860,"[zh] 比如说仙人掌的一切的科学的知识,"
255,00:14:38.860 --> 00:14:42.860,"[zh] 但是关于这个仙人掌它的目的和意义何在,"
256,00:14:42.860 --> 00:14:45.860,"[zh] 它属灵的意义怎样,"
257,00:14:45.860 --> 00:14:47.860,[zh] 他可能完全不知道。
258,00:14:47.860 --> 00:14:50.860,"[zh] 那么我们说这个末观的时候,"
259,00:14:50.860 --> 00:14:54.860,"[zh] 是能够通过这些可见的圣书,"
260,00:14:54.860 --> 00:14:56.860,"[zh] 无论是圣经的话,"
261,00:14:56.860 --> 00:14:59.860,"[zh] 还是上帝的创造的圣书,"
262,00:14:59.860 --> 00:15:04.860,"[zh] 能够从可见的去领会其中不可见的属灵的含义,"
263,00:15:04.860 --> 00:15:07.860,[zh] 那么这个具体的属灵的含义是什么呢?
264,00:15:07.860 --> 00:15:09.860,[zh] 就是上帝的道。
265,00:15:09.860 --> 00:15:12.860,"[zh] 所以当我们谈到这个上帝的道的时候,"
266,00:15:12.860 --> 00:15:14.860,[zh] 我们谈的是上帝的启示。
