,Timestamps,Content
896,00:34:33.020 --> 00:34:34.000,[zh] 有了解
897,00:34:34.000 --> 00:34:34.360,[zh] 那么
898,00:34:34.360 --> 00:34:36.200,[zh] Dr.Pinro
899,00:34:36.200 --> 00:34:37.020,[zh] 在关于
900,00:34:37.020 --> 00:34:38.080,[zh] 上帝的讲座里面
901,00:34:38.080 --> 00:34:38.480,[zh] 也提到
902,00:34:38.480 --> 00:34:39.900,[zh] 上帝是在
903,00:34:39.900 --> 00:34:41.600,[zh] 他的本质周围的事物
904,00:34:41.600 --> 00:34:43.080,[zh] 通过他本质周围的事物
905,00:34:43.080 --> 00:34:43.980,[zh] 向我们显示
906,00:34:43.980 --> 00:34:44.620,[zh] 他自己的
907,00:34:44.620 --> 00:34:45.260,[zh] 所以
908,00:34:45.260 --> 00:34:47.360,[zh] 关于认识上帝的本质
909,00:34:47.360 --> 00:34:48.880,[zh] 可能每个人
910,00:34:48.880 --> 00:34:49.880,[zh] 对上帝本质
911,00:34:49.880 --> 00:34:50.620,[zh] 有不同的理解
912,00:34:50.620 --> 00:34:51.720,[zh] 但是在教父神学里面
913,00:34:51.720 --> 00:34:52.260,[zh] 上帝本质
914,00:34:52.260 --> 00:34:53.500,[zh] 就是不可知的一个领域
915,00:34:53.500 --> 00:34:54.900,[zh] 因为上帝是无限的
916,00:34:54.900 --> 00:34:56.000,[zh] 他不能通过人的
917,00:34:56.000 --> 00:34:57.460,[zh] 这个心思意念
918,00:34:57.460 --> 00:34:58.780,[zh] 去领会上帝的
919,00:34:58.780 --> 00:34:59.540,[zh] 这种无限性
920,00:34:59.540 --> 00:35:00.300,[zh] 肉身可以理解
921,00:35:00.300 --> 00:35:01.100,[zh] 道成肉身
922,00:35:01.100 --> 00:35:03.380,[zh] 圈上他所创造的世界之后
923,00:35:03.380 --> 00:35:05.740,[zh] 还有其他表达的方式吗
924,00:35:05.740 --> 00:35:08.380,[zh] 他将对
925,00:35:08.380 --> 00:35:14.200,[zh] 神的窗戒的蜂是一概念的
926,00:35:14.200 --> 00:35:16.000,[zh] 的靈性
927,00:35:16.000 --> 00:35:19.740,[zh] 他问问问
928,00:35:19.740 --> 00:35:21.900,[zh] 神的窗戒的蜂
929,00:35:21.900 --> 00:35:24.220,[zh] 也说是靈性的
930,00:35:24.220 --> 00:35:27.060,[zh] 然后他问问
931,00:35:27.060 --> 00:35:29.760,[zh] 神的窗戒的窗戒的窗戒
932,00:35:29.760 --> 00:35:37.660,[zh] 他有另一个窗戒的窗戒的窗戒的窗戒的窗戒
933,00:35:37.660 --> 00:35:39.660,[zh] 他问问
934,00:35:39.660 --> 00:35:41.380,[zh] 他有三个问题
935,00:35:41.380 --> 00:35:43.980,[zh] 他问问
936,00:35:43.980 --> 00:35:45.060,[zh] 为什么
937,00:35:45.060 --> 00:35:46.860,[zh] 窗戒的窗戒
938,00:35:46.860 --> 00:35:52.060,[zh] 在窗戒的窗戒的窗戒
939,00:35:52.060 --> 00:35:55.340,[zh] 而不是像是靖戒的窗戒的窗戒
940,00:35:55.340 --> 00:35:57.540,[zh] 他有三个问题
941,00:35:57.540 --> 00:35:59.500,[zh] 有点长
942,00:35:59.500 --> 00:36:04.420,[zh] 我只能简单地讲一下我女会的意思
943,00:36:04.420 --> 00:36:06.900,[zh] 他说他们基本上是一个意思
944,00:36:06.900 --> 00:36:08.900,[zh] 但是我们要小心
945,00:36:08.900 --> 00:36:11.900,[zh] 尤其是说到道成肉身
946,00:36:11.900 --> 00:36:13.900,[zh] 主耶稣道成肉身的时候
947,00:36:13.900 --> 00:36:17.900,[zh] 他说穿戴肉身并不是指他的肉身
948,00:36:17.900 --> 00:36:21.900,[zh] 这个肉身是指整传的人性
949,00:36:21.900 --> 00:36:22.900,[zh] 他穿戴了整传的人性
950,00:36:22.900 --> 00:36:26.900,[zh] 那么从另外一个角度去描述的话
951,00:36:26.900 --> 00:36:30.900,[zh] 比如说他穿戴的东西是一个道的彰显
952,00:36:30.900 --> 00:36:35.900,[zh] 但是他那里面的实质是道的时候
953,00:36:35.900 --> 00:36:37.900,[zh] 我们也可以说圣经
954,00:36:37.900 --> 00:36:41.900,[zh] 圣经它是上帝道的一种彰显
955,00:36:41.900 --> 00:36:44.900,[zh] 那时候我们说圣经是他的一个创戴的衣服
956,00:36:44.900 --> 00:36:49.900,[zh] 那我们也可以说上帝是用他的话语创造这个世界
957,00:36:49.900 --> 00:36:51.900,[zh] 那么这个世界也是上帝道的一个装显
958,00:36:51.900 --> 00:36:52.900,[zh] 从这个
959,00:36:52.900 --> 00:36:54.900,[zh] 他是说从这个类比上来说
960,00:36:54.900 --> 00:36:56.900,[zh] 他是道成肉身
961,00:36:56.900 --> 00:36:58.900,[zh] 因为我们是这个意思
962,00:36:58.900 --> 00:37:01.900,[zh] 那么他关于圣餐的饼
963,00:37:01.900 --> 00:37:02.900,[zh] 是否发酵的说法
964,00:37:02.900 --> 00:37:07.900,[zh] 他说这个面包在希腊词里面
965,00:37:07.900 --> 00:37:09.900,[zh] 它本身有完全的意思
966,00:37:09.900 --> 00:37:11.900,[zh] 那么在东正教里面他们关于理解
967,00:37:11.900 --> 00:37:14.900,[zh] 就是旧约它是一个很没有发酵的饼
968,00:37:14.900 --> 00:37:15.900,[zh] 还没有完全
969,00:37:15.900 --> 00:37:17.900,[zh] 他认为面包要发酵了才完全
970,00:37:17.900 --> 00:37:19.900,[zh] 所以主耶稣道成肉身以后
971,00:37:19.900 --> 00:37:21.900,[zh] 他承传了律法
972,00:37:21.900 --> 00:37:23.900,[zh] 他带来了完全
973,00:37:23.900 --> 00:37:25.900,[zh] 所以在东正教里面他就用发酵的饼
974,00:37:25.900 --> 00:37:27.900,[zh] 大概是这个意思
975,00:37:27.900 --> 00:37:28.900,[zh] 继续
976,00:37:28.900 --> 00:37:30.900,[zh] 他说
977,00:37:30.900 --> 00:37:32.900,[zh] 你应该读这个金口约翰
978,00:37:32.900 --> 00:37:34.900,[zh] 关于这个圣经的讲道和注释
979,00:37:34.900 --> 00:37:37.900,[zh] 这个是你必须看的一个人物
980,00:37:37.900 --> 00:37:39.900,[zh] 因为
981,00:37:39.900 --> 00:37:41.900,[zh] 这个是在正经的文化里面
982,00:37:41.900 --> 00:37:42.900,[zh] 这个是在正经的文化里面
983,00:37:42.900 --> 00:37:43.900,[zh] 这个是在正经的文化里面
984,00:37:43.900 --> 00:37:45.900,[zh] 这个是在正经的文化里面
985,00:37:45.900 --> 00:37:47.900,[zh] 你应该读这个金口约翰
986,00:37:47.900 --> 00:37:50.900,[zh] 关于这个圣经的讲道和注释
987,00:37:50.900 --> 00:37:52.900,[zh] 这个是你必须看的一个人物
988,00:37:52.900 --> 00:37:55.900,[zh] 因为
989,00:37:55.900 --> 00:37:57.900,[zh] inside
990,00:38:01.900 --> 00:38:03.900,[zh] rico
991,00:38:03.900 --> 00:38:04.900,[zh] 다고
992,00:38:04.900 --> 00:38:13.900,[zh] 另外
993,00:38:13.900 --> 00:38:15.300,[zh] let me check
994,00:38:15.300 --> 00:38:20.260,[zh] yeah i will send to the group later
995,00:38:20.260 --> 00:38:20.900,[zh] i think yeah
996,00:38:21.820 --> 00:38:23.420,[zh] cushion funded
997,00:38:24.260 --> 00:38:26.340,[zh] if i have other questions
998,00:38:26.340 --> 00:38:28.260,[zh] there's a saying to
999,00:38:28.820 --> 00:38:30.180,"[zh] bios, Aujourdideal geography"
1000,00:38:30.180 --> 00:38:32.500,[zh] i forget is technically tone of english
1001,00:38:32.500 --> 00:38:34.460,[zh] i mean's the story of a tee
1002,00:38:34.460 --> 00:38:36.860,[zh] do you have any recommendations
1003,00:38:36.860 --> 00:38:39.660,[zh] underkind from where
1004,00:38:39.660 --> 00:38:41.580,[zh] the beginning should be better
1005,00:38:41.580 --> 00:38:43.580,[zh] about the story
1006,00:38:43.580 --> 00:38:46.840,[zh] mijn videos are essential for Saint.
1007,00:38:46.840 --> 00:38:49.760,"[zh] 他不 a specific one,"
1008,00:38:49.760 --> 00:38:53.780,[zh] but他人拒絕cies
1009,00:38:53.780 --> 00:38:56.580,[zh] Saint Porphyria
1010,00:38:56.580 --> 00:39:07.820,"[zh] 我 블�不知道,手印过我的主持是or WWJ、从中国中,会読文幻长。"
1011,00:39:07.820 --> 00:39:13.960,[zh] 她也在在宫廟宇宙上
1012,00:39:13.960 --> 00:39:17.220,[zh] 也在英文宣布了这本书
1013,00:39:17.220 --> 00:39:21.320,"[zh] 如果全部都行,"
1014,00:39:21.320 --> 00:39:25.560,[zh] 我们会在中国版本的工作会变得更快
1015,00:39:25.560 --> 00:39:28.820,[zh] 我也会推荐《沙漠教父延信录》
1016,00:39:28.820 --> 00:39:34.220,[zh] 大部分内容是来自于埃及的沙漠修饰
1017,00:39:34.220 --> 00:39:37.420,[zh] 它们比较简短并且通俗易懂
1018,00:39:37.420 --> 00:39:40.320,[zh] 有一些故事是比较通俗易懂的
1019,00:39:40.320 --> 00:39:42.320,[zh] 所以这个是她推荐的
1020,00:39:42.320 --> 00:39:44.320,[zh] 一个是Saint Perfairius
1021,00:39:44.320 --> 00:39:45.520,"[zh] 如果大家不了解的话,"
1022,00:39:45.520 --> 00:39:49.820,[zh] 我可以把这个人物发到群里面
1023,00:39:49.820 --> 00:39:52.620,[zh] 现在我一下子没有找到
1024,00:39:52.620 --> 00:39:54.820,"[zh] 等一会儿,我会展示你的书"
1025,00:39:54.820 --> 00:39:56.420,[zh] 我觉得我写你的书
1026,00:39:56.420 --> 00:39:58.420,[zh] Saint Perfairius的书
1027,00:39:58.420 --> 00:40:00.300,[zh] 我有一本的书
1028,00:40:00.300 --> 00:40:04.220,[zh] 我觉得他的书是美丽的
1029,00:40:04.220 --> 00:40:07.120,[zh] 是一种好指导的
1030,00:40:07.120 --> 00:40:09.120,[zh] 我们的讲座会有回放
1031,00:40:09.120 --> 00:40:13.020,[zh] 现在我们现在有钱
1032,00:40:13.020 --> 00:40:13.620,[zh] 括号我们 πε估 Dad
1033,00:40:13.620 --> 00:40:15.740,[zh] 很快
1034,00:40:15.740 --> 00:40:16.980,[zh] 谢谢 Colana
1035,00:40:18.720 --> 00:40:19.860,[zh] 我觉得 .....
1036,00:40:19.880 --> 00:40:20.020,[zh] 我是很高興的
1037,00:40:20.020 --> 00:40:32.880,[zh] 我觉得
1038,00:40:32.880 --> 00:40:42.680,[zh] 我們用力量構思考知道
1039,00:40:42.680 --> 00:40:47.480,[zh] 我們都用多力量把 radi owning我們 mind
1040,00:40:47.480 --> 00:40:49.980,[zh] 做了 virtue education
1041,00:40:49.980 --> 00:40:53.320,[zh] 我覺得很大的問題
1042,00:40:53.320 --> 00:40:56.120,[zh] 但這種可以讓 apare攬習近 тр stead
1043,00:40:56.120 --> 00:40:58.840,[zh] 你開始時的常識
1044,00:40:58.840 --> 00:41:00.000,[zh] 所有法黨的教會
1045,00:41:00.000 --> 00:41:06.260,[zh] 全全的教练教主说ора教育的拥 CMDR
1046,00:41:06.680 --> 00:41:11.660,[zh] 我们专门 técn  Ott several hundredths
1047,00:41:11.660 --> 00:41:16.460,[zh] 我觉得这些发表是我们的努力
1048,00:41:16.980 --> 00:41:18.060,[zh] 我不你知道 APP diiere lemmerco
1049,00:41:18.200 --> 00:41:20.440,[zh] 对确实 我不说
1050,00:41:20.620 --> 00:41:22.100,[zh] bail out in the ub robo
1051,00:41:22.860 --> 00:41:24.120,[zh] 譬如 故演音模式
1052,00:41:24.380 --> 00:41:28.020,[zh] 他分享了四世纪的一个目的文化
1053,00:41:28.020 --> 00:41:30.900,[zh] 我把它翻译成马卡尼奥
1054,00:41:30.900 --> 00:41:33.180,[zh] 有的翻译成马加略
1055,00:41:33.180 --> 00:41:35.040,[zh] 在这个爱神集里面
1056,00:41:35.040 --> 00:41:36.740,[zh] 一个简短的篇幅
1057,00:41:36.740 --> 00:41:38.520,[zh] 关于收落在爱神集里面
1058,00:41:38.520 --> 00:41:39.660,[zh] 关于属灵操练的
1059,00:41:39.660 --> 00:41:41.800,[zh] 那么他就用到这幅画
1060,00:41:41.800 --> 00:41:43.200,[zh] 然后告诉大家
1061,00:41:43.200 --> 00:41:45.240,[zh] 这个属灵生活是从哪里开始
1062,00:41:45.240 --> 00:41:46.600,[zh] 他特别强调第一点
1063,00:41:46.600 --> 00:41:48.960,[zh] 就是要过一个简单的生活
1064,00:41:48.960 --> 00:41:50.340,[zh] 就简化你的生活
1065,00:41:50.340 --> 00:41:51.580,[zh] 你的生活要做厨法
1066,00:41:51.580 --> 00:41:52.400,[zh] 还不是做家法
1067,00:41:52.400 --> 00:41:53.520,[zh] 你要做家法的话
1068,00:41:53.520 --> 00:41:54.540,[zh] 就是他的反面
1069,00:41:54.540 --> 00:41:56.280,[zh] 就是贪图肉体的享乐
1070,00:41:56.280 --> 00:41:58.120,[zh] 就是各种生活的舒适
1071,00:41:58.120 --> 00:42:01.240,[zh] 那么这个是正好是现代社会的
1072,00:42:01.240 --> 00:42:03.120,[zh] 给我们带来的一个影响
1073,00:42:03.120 --> 00:42:06.440,[zh] 他说我们很容易倾向于
1074,00:42:06.440 --> 00:42:10.700,[zh] 我们倾向于看一些视频啊
1075,00:42:10.700 --> 00:42:15.180,[zh] 因为很容易受到这些信息嘛
1076,00:42:15.180 --> 00:42:17.540,[zh] 所以其实我们属灵的生活操练
1077,00:42:17.540 --> 00:42:19.380,[zh] 从简化我们的生活开始
1078,00:42:19.380 --> 00:42:21.700,[zh] 所以I think the image is wonderful
1079,00:42:21.700 --> 00:42:27.240,[zh] I already talked the screenshot about this
1080,00:42:27.240 --> 00:42:30.280,[zh] and maybe the Chinese audience know about this
1081,00:42:30.280 --> 00:42:30.580,[zh] yeah
1082,00:42:30.580 --> 00:42:31.200,[zh] thank you
1083,00:42:31.200 --> 00:42:32.200,[zh] yeah yeah yeah yeah
1084,00:42:32.200 --> 00:42:33.780,[zh] that's good
1085,00:42:33.780 --> 00:42:35.660,[zh] Send Markarios
1086,00:42:35.660 --> 00:42:38.200,[zh] English translations here
1087,00:42:38.200 --> 00:42:39.940,[zh] if anyone want it
1088,00:42:39.940 --> 00:42:40.620,[zh] just download
1089,00:42:40.620 --> 00:42:43.580,[zh] unfortunately most of the Chinese
1090,00:42:43.580 --> 00:42:45.740,[zh] they can't buy the English book
1091,00:42:45.740 --> 00:42:46.240,[zh] and
1092,00:42:46.240 --> 00:42:48.200,[zh] they don't allow to do
1093,00:42:48.200 --> 00:42:50.120,[zh] they don't have this access
1094,00:42:50.120 --> 00:42:51.160,[zh] and Markarios
1095,00:42:51.160 --> 00:42:52.420,[zh] oh by the way
1096,00:42:52.420 --> 00:42:53.860,[zh] I already translated
1097,00:42:53.860 --> 00:42:55.460,[zh] part of Markarios
1098,00:42:55.460 --> 00:42:57.200,[zh] these 15 harmonies
1099,00:42:57.200 --> 00:42:58.200,[zh] I think
1100,00:42:58.200 --> 00:42:58.740,[zh] yeah
1101,00:42:58.740 --> 00:42:59.660,[zh] part of them
1102,00:42:59.660 --> 00:43:00.620,[zh] hopefully
1103,00:43:00.620 --> 00:43:01.500,[zh] in this year
1104,00:43:01.500 --> 00:43:03.500,[zh] I can share part of the translation
1105,00:43:03.500 --> 00:43:04.500,[zh] you know
1106,00:43:04.500 --> 00:43:05.160,[zh] plan for
1107,00:43:05.160 --> 00:43:06.760,[zh] to know
1108,00:43:06.760 --> 00:43:07.420,[zh] I think
1109,00:43:07.420 --> 00:43:09.160,[zh] yeah he's a very good
1110,00:43:09.160 --> 00:43:10.620,[zh] spiritual teacher
1111,00:43:10.620 --> 00:43:11.920,[zh] for modern time
1112,00:43:11.920 --> 00:43:12.460,[zh] too
1113,00:43:12.460 --> 00:43:12.740,[zh] yeah
1114,00:43:12.740 --> 00:43:13.000,[zh] yeah
1115,00:43:13.000 --> 00:43:13.420,[zh] okay
1116,00:43:13.420 --> 00:43:13.960,[zh] okay
1117,00:43:13.960 --> 00:43:15.700,[zh] I think it's a good idea
1118,00:43:15.700 --> 00:43:16.520,[zh] as a tool
1119,00:43:16.520 --> 00:43:17.320,[zh] to get
1120,00:43:17.320 --> 00:43:19.420,[zh] to grab the general meanings
1121,00:43:19.420 --> 00:43:19.740,[zh] yeah
1122,00:43:19.740 --> 00:43:20.240,[zh] okay
1123,00:43:20.240 --> 00:43:20.740,[zh] 好了
1124,00:43:20.740 --> 00:43:21.740,[zh] 那我们今天的
1125,00:43:21.740 --> 00:43:22.500,[zh] oh
1126,00:43:22.500 --> 00:43:23.080,[zh] you找不到
1127,00:43:23.080 --> 00:43:23.580,[zh] okay
1128,00:43:23.580 --> 00:43:24.080,[zh] ah
1129,00:43:24.080 --> 00:43:25.580,[zh] 我会发到存里面
1130,00:43:25.580 --> 00:43:27.780,[zh] 在我们的存里面有
1131,00:43:27.780 --> 00:43:29.980,[zh] 然后你们找到就行了
1132,00:43:29.980 --> 00:43:30.280,[zh] okay
1133,00:43:30.280 --> 00:43:31.600,[zh] thank you very much
1134,00:43:31.600 --> 00:43:32.080,[zh] Dr.Pino
1135,00:43:32.080 --> 00:43:33.500,[zh] I think it's a wonderful lecture
1136,00:43:33.500 --> 00:43:33.900,[zh] about
1137,00:43:33.900 --> 00:43:34.580,[zh] about
1138,00:43:34.580 --> 00:43:35.480,[zh] the
1139,00:43:35.480 --> 00:43:35.940,[zh] church
1140,00:43:35.940 --> 00:43:36.200,[zh] and
1141,00:43:36.200 --> 00:43:37.480,[zh] the
1142,00:43:37.480 --> 00:43:37.840,[zh] bible
1143,00:43:37.840 --> 00:43:38.040,[zh] and
1144,00:43:38.040 --> 00:43:38.400,[zh] the
1145,00:43:38.400 --> 00:43:38.640,[zh] church
1146,00:43:38.640 --> 00:43:39.040,[zh] forses
1147,00:43:39.040 --> 00:43:39.680,[zh] and
1148,00:43:39.680 --> 00:43:40.640,[zh] hopefully
1149,00:43:40.640 --> 00:43:41.400,[zh] we have
1150,00:43:41.400 --> 00:43:42.240,[zh] fother
1151,00:43:42.240 --> 00:43:43.240,[zh] coberations
1152,00:43:43.240 --> 00:43:44.040,[zh] and
1153,00:43:44.040 --> 00:43:45.840,[zh] I don't
1154,00:43:45.840 --> 00:43:46.540,[zh] know
1155,00:43:46.540 --> 00:43:47.080,[zh] oh
1156,00:43:47.080 --> 00:43:47.500,[zh] yeah
1157,00:43:47.500 --> 00:43:48.580,[zh] yeah
1158,00:43:48.580 --> 00:43:50.780,[zh] lut
1159,00:43:50.780 --> 00:43:52.440,[zh] печ
1160,00:43:52.440 --> 00:43:52.620,[zh] Jeez
1161,00:43:52.620 --> 00:43:54.320,[zh] t
1162,00:43:54.320 --> 00:44:08.540,[zh] oh
1163,00:44:08.540 --> 00:44:09.840,[zh] you
1164,00:44:09.840 --> 00:44:10.280,[zh] do
1165,00:44:10.280 --> 00:44:11.040,[zh] 1940
1166,00:44:11.040 --> 00:44:12.100,[zh] st
1167,00:44:12.100 --> 00:44:12.900,[zh] 不
1168,00:44:12.900 --> 00:44:14.460,[zh] security
1169,00:44:14.460 --> 00:44:14.980,[zh] who
1170,00:44:14.980 --> 00:44:17.820,[zh] 去更理解
1171,00:44:17.820 --> 00:44:21.780,[zh] PAPA's patristic institution
1172,00:44:21.780 --> 00:44:26.780,[zh] which Director Dr. Pino will be here.
1173,00:44:26.780 --> 00:44:30.020,"[zh] So information, you can ask me"
1174,00:44:30.020 --> 00:44:33.220,[zh] and can ask Dr. Pino for further information.
1175,00:44:33.220 --> 00:44:34.140,[zh] Okay?
1176,00:44:34.140 --> 00:44:35.820,[zh] 所以大家可以通过这个网站
1177,00:44:35.820 --> 00:44:37.500,"[zh] 去了解他们的油管平台,"
1178,00:44:37.500 --> 00:44:38.500,"[zh] 他们开的课程,"
1179,00:44:38.500 --> 00:44:39.980,"[zh] 他们的讲座,信息,"
1180,00:44:39.980 --> 00:44:41.820,"[zh] 通过听到,"
1181,00:44:41.820 --> 00:44:43.580,"[zh] 对,就是这些,"
1182,00:44:43.580 --> 00:44:46.580,"[zh] 好了,好,今天我们就大概到这里,"
1183,00:44:46.580 --> 00:44:47.340,[zh] 谢谢大家。
1184,00:44:47.340 --> 00:44:49.340,"[zh] Okay, thank you again, Dr. Pino,"
1185,00:44:49.340 --> 00:44:52.180,[zh] and it's wonderful to have you here.
1186,00:44:52.180 --> 00:44:53.980,[zh] Thank you so much.
1187,00:44:53.980 --> 00:44:54.740,[zh] I'm in China.
1188,00:44:54.740 --> 00:44:56.220,"[zh] Yeah, yeah."
